Tgl & Wkt;KETERANGAN;NOMINAL;Debit;Kredit
04/04/2020 12:44:53;CAB BSI (BCA VA DR PEJATEN AGEN);1079000;A002011027;C002041035
04/04/2020 12:49:37;CAB DPS (BCA VA DR DENPASAR CABANG);68000;A002011027;C001041017
04/04/2020 12:51:15;CAB BDO (BCA VA DR DAKOTA BANDUNG);244000;A002011027;C001041012
04/04/2020 12:52:39;CAB MGL (BCA VA DR MUNGKID AGEN);2441250;A002011027;C001041032
04/04/2020 13:00:46;CAB JKT (BCA VA DR PETA SELATAN COUNTER);34000;A002011027;C001041011
04/04/2020 13:01:55;CAB BSI (BCA VA DR CIKARANG COUNTER);86000;A002011027;C002041035
04/04/2020 13:11:29;CAB SUB (BCA VA DR DEMAK COUNTER);198000;A002011027;C001041016
04/04/2020 13:13:38;CAB PWK (BCA VA DR SADANG AGEN);2899000;A002011027;C002041041
04/04/2020 13:15:32;CAB JKT (BCA VA DR PETA SELATAN COUNTER);46400;A002011027;C001041011
04/04/2020 13:18:49;CAB TAN (BCA VA DR CILEDUG AGEN);609600;A002011027;C001041021
04/04/2020 13:24:42;CAB BDO (BCA VA DR BANDUNG COUNTER);287000;A002011027;C001041012
04/04/2020 13:24:52;CAB SUB (BCA VA DR PANDEGILING COUNTER);176000;A002011027;C001041016
04/04/2020 13:25:29;CAB SUB (BCA VA DR SIDOTOPO COUNTER);138000;A002011027;C001041016
04/04/2020 13:32:32;CAB MOK (BCA VA DR MOJOKERTO CABANG);539000;A002011027;C002041051
04/04/2020 13:35:07;CAB SEG (BCA VA DR SERANG CABANG);189600;A002011027;C002041042
04/04/2020 13:35:48;CAB JKT (BCA VA DR RAWA DOMBA COUNTER);423000;A002011027;C001041011
04/04/2020 13:37:52;CAB BDO (BCA VA DR SUMEDANG COUNTER);71000;A002011027;C001041012
04/04/2020 13:44:00;CAB BSI (BCA VA DR BEKASI CABANG);225500;A002011027;C002041035
04/04/2020 13:44:26;CAB MLG (BCA VA DR MALANG CABANG);566600;A002011027;C001041015
04/04/2020 13:46:58;CAB BDO (BCA VA DR BANDUNG COUNTER);387000;A002011027;C001041012
04/04/2020 13:47:33;CAB BSI (BCA VA DR BULAK KAPAL AGEN);554000;A002011027;C002041035
04/04/2020 14:02:03;CAB MES (BCA VA DR KATAMSO AGEN);953000;A002011027;C002041038
04/04/2020 14:03:06;CAB SUB (BCA VA DR PCI COUNTER);495000;A002011027;C001041016
04/04/2020 14:06:27;CAB JKT (BCA VA DR PS.PAGI/COUNTER);2847000;A002011027;C001041011
04/04/2020 14:12:41;CAB BDO (BCA VA DR BANDUNG COUNTER);116000;A002011027;C001041012
04/04/2020 14:17:57;CAB TAN (BCA VA DR TANGERANG CABANG);323000;A002011027;C001041021
04/04/2020 14:18:11;CAB SUB (BCA VA DR PCI COUNTER);850000;A002011027;C001041016
04/04/2020 14:22:15;CAB SUB (BCA VA DR PANDEGILING COUNTER);2750000;A002011027;C001041016
04/04/2020 14:27:02;CAB MLG (BCA VA DR MALANG CABANG);215700;A002011027;C001041015
04/04/2020 14:32:28;CAB TAN (BCA VA DR CILEDUG AGEN);137200;A002011027;C001041021
04/04/2020 14:34:09;CAB SUB (BCA VA DR SURABAYA CABANG);59400;A002011027;C001041016
04/04/2020 14:36:43;CAB BSI (BCA VA DR JONGGOL AGEN);40000;A002011027;C002041035
04/04/2020 14:44:08;CAB SUB (BCA VA DR PANDEGILING COUNTER);97000;A002011027;C001041016
04/04/2020 14:49:26;CAB MES (BCA VA DR BINJAI COUNTER);120000;A002011027;C002041038
04/04/2020 15:05:25;CAB TAN (BCA VA DR TANGERANG CABANG);72000;A002011027;C001041021
04/04/2020 15:13:55;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);44000;A002011027;C001041018
04/04/2020 15:22:14;CAB XOJ (BCA VA DR SIDOARJO CABANG);109000;A002011027;C002041049
04/04/2020 15:25:27;CAB BSI (BCA VA DR HANKAM AGEN);4114000;A002011027;C002041035
04/04/2020 15:28:47;CAB TAN (BCA VA DR TANGERANG CABANG);1278000;A002011027;C001041021
04/04/2020 15:57:28;CAB CBN (BCA VA DR CIREBON CABANG);38000;A002011027;C001041013
04/04/2020 16:00:36;CAB JKT (BCA VA DR BINTARO ASPERINDO AGEN);527997;A002011027;C001041011
04/04/2020 16:05:49;CAB PLM (BCA VA DR PALEMBANG CABANG);1988000;A002011027;C001041036
04/04/2020 16:10:46;CAB BSI (BCA VA DR BINTARA AGEN);496350;A002011027;C002041035
04/04/2020 16:12:56;CAB CBN (BCA VA DR CIREBON CABANG);61000;A002011027;C001041013
04/04/2020 16:19:07;CAB SUB (BCA VA DR PANDEGILING COUNTER);669000;A002011027;C001041016
04/04/2020 16:27:31;CAB SUB (BCA VA DR SURABAYA CABANG);70400;A002011027;C001041016
04/04/2020 16:31:22;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);254000;A002011027;C001041018
04/04/2020 16:34:44;CAB SUB (BCA VA DR PANDEGILING COUNTER);764000;A002011027;C001041016
04/04/2020 16:47:48;CAB LMG (BCA VA DR LAMONGAN CABANG);117000;A002011027;C002041057
04/04/2020 16:50:36;CAB JKT (BCA VA DR RAWA BUAYA AGEN);2523275;A002011027;C001041011
04/04/2020 16:53:31;CAB MGL (BCA VA DR SECANG AGEN);440200;A002011027;C001041032
04/04/2020 17:26:38;CAB BDO (BCA VA DR PAMEUNTASAN AGEN);1012000;A002011027;C001041012
04/04/2020 18:29:40;CAB SUB (BCA VA DR PANDEGILING COUNTER);100000;A002011027;C001041016
04/04/2020 18:48:44;CAB XOJ (BCA VA DR COUNTER DRIYOREJO);34000;A002011027;C002041049
04/04/2020 18:50:29;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);38000;A002011027;C001041018
04/04/2020 19:31:47;CAB JKT (BCA VA DR SRENGSENG AGEN);883500;A002011027;C001041011
04/04/2020 20:00:00;CAB BSI (BCA VA DR ELLI SUKMAJAYA AGEN);2989000;A002011027;C002041035
04/04/2020 20:00:34;CAB BSI (BCA VA DR ELLI SUKMAJAYA AGEN);998000;A002011027;C002041035
04/04/2020 21:07:30;CAB LMG (BCA VA DR LAMONGAN CABANG);33000;A002011027;C002041057
04/04/2020 21:17:44;CAB BSI (BCA VA DR BULAK KAPAL AGEN);1461000;A002011027;C002041035
05/04/2020 03:14:32;CAB BSI (BCA VA DR JONGGOL AGEN);1361000;A002011027;C002041035
05/04/2020 09:07:08;CAB WNB (BCA VA DR WONOSOBO CABANG);253000;A002011027;C002041033
05/04/2020 09:07:46;CAB WNB (BCA VA DR WONOSOBO CABANG);36000;A002011027;C002041033
05/04/2020 09:26:10;CAB BSI (BCA VA DR JONGGOL AGEN);304000;A002011027;C002041035
05/04/2020 14:42:17;CAB JOG (BCA VA DR SLEMAN AGEN);1188850;A002011027;C001041018
05/04/2020 14:43:02;CAB JOG (BCA VA DR KALIURANG AGEN);849400;A002011027;C001041018
05/04/2020 16:02:16;CAB TKG (BCA VA DR LAMPUNG CABANG);191000;A002011027;C002041034
05/04/2020 17:46:34;CAB SST (BCA VA DR SALATIGA CABANG);42000;A002011027;C001041019
05/04/2020 18:10:58;CAB BSI (BCA VA DR JONGGOL AGEN);78000;A002011027;C002041035
05/04/2020 18:20:52;CAB TAN (BCA VA DR TAMAN TEKNO ASPERINDO AGEN);913000;A002011027;C001041021
05/04/2020 19:43:09;CAB MLG (BCA VA DR GADANG AGEN);11373500;A002011027;C001041015
05/04/2020 21:22:46;CAB SST (BCA VA DR SALATIGA CABANG);140000;A002011027;C001041019
06/04/2020 05:01:49;A. NIW (BCA VA DR NGAWI AGEN);830000;A002011027;C002042073
06/04/2020 05:59:14;CAB TMA (BCA VA DR TASIKMALAYA CABANG);65000;A002011027;C002041030
06/04/2020 06:46:58;CAB BDO (BCA VA DR UJUNG BERUNG AGEN);1076000;A002011027;C001041012
06/04/2020 07:23:21;CAB JKT (BCA VA DR LUBANG BUAYA AGEN);6927609;A002011027;C001041011
06/04/2020 07:26:34;CAB SUB (BCA VA DR KEMASAN KRIAN AGEN);1547325;A002011027;C001041016
06/04/2020 07:27:22;CAB XOJ (BCA VA DR SIDOARJO CABANG);1071400;A002011027;C002041049
06/04/2020 07:28:23;CAB XOJ (BCA VA DR SIDOARJO CABANG);3689500;A002011027;C002041049
06/04/2020 07:35:16;CAB MTR (BCA VA DR MATARAM CABANG);358000;A002011027;C002041055
06/04/2020 07:51:48;CAB BWW (BCA VA DR GENTENG AGEN);1740000;A002011027;C002041029
06/04/2020 08:18:54;CAB BSI (BCA VA DR BANTAR GEBANG AGEN);989000;A002011027;C002041035
06/04/2020 08:21:37;CAB BSI (BCA VA DR CIANGSANA AGEN);2624900;A002011027;C002041035
06/04/2020 08:24:03;CAB BRG (BCA VA DR KEDUNG HALANG COUNTER);3053000;A002011027;C001041020
06/04/2020 08:28:43;CAB KWS (BCA VA DR JEPARA AGEN);1044405;A002011027;C001041025
06/04/2020 08:33:03;CAB JKT (BCA VA DR TANAH ABANG COUNTER);4563000;A002011027;C001041011
06/04/2020 08:38:58;CAB SST (BCA VA DR AMBARAWA COUNTER);2068000;A002011027;C001041019
06/04/2020 08:40:00;CAB PLW (BCA VA DR PALU CABANG);2033000;A002011027;C002041060
06/04/2020 08:40:32;CAB SRG (BCA VA DR BANYUMANIK AGEN);2684000;A002011027;C001041014
06/04/2020 08:41:01;CAB JKT (BCA VA DR CENGKARENG AGEN);9395625;A002011027;C001041011
06/04/2020 08:45:13;CAB CBN (BCA VA DR TEGAL GUBUK AGEN);3559500;A002011027;C001041013
06/04/2020 08:46:10;CAB CJR (BCA VA DR CIANJUR CABANG);322000;A002011027;C002041043
06/04/2020 08:50:16;CAB BLP (BCA VA DR BALIKPAPAN CABANG);840000;A002011027;C002041053
06/04/2020 08:58:41;CAB SUB (BCA VA DR PANDUGO AGEN);3740963;A002011027;C001041016
06/04/2020 08:58:58;CAB DJB (BCA VA DR JAMBI CABANG);489000;A002011027;C002041032
06/04/2020 09:03:55;CAB BDJ (BCA VA DR BANJARBARU COUNTER);945000;A002011027;C002041048
06/04/2020 09:05:20;CAB BSI (BCA VA DR BEKASI CABANG);19441000;A002011027;C002041035
06/04/2020 09:06:52;CAB MES (BCA VA DR MEDAN CABANG);4624000;A002011027;C002041038
06/04/2020 09:08:10;CAB KII (BCA VA DR BLITAR AGEN);711750;A002011027;C001041033
06/04/2020 09:08:22;CAB JKT (BCA VA DR MANGGA DUA SQUARE);1302775;A002011027;C001041011
06/04/2020 09:10:12;CAB BSI (BCA VA DR LIPPO COUNTER);1322600;A002011027;C002041035
06/04/2020 09:12:09;CAB MES (BCA VA DR MEDAN CABANG);4475100;A002011027;C002041038
06/04/2020 09:14:37;CAB TKG (BCA VA DR LAMPUNG CABANG);31000;A002011027;C002041034
06/04/2020 09:16:22;CAB JBE (BCA VA DR RAMBIPUJI COUNTER);755000;A002011027;C001041027
06/04/2020 09:17:57;CAB BDO (BCA VA DR CARINGIN AGEN);2979000;A002011027;C001041012
06/04/2020 09:23:26;CAB BDJ (BCA VA DR DAKOTA BANJARMASIN);1966000;A002011027;C002041048
06/04/2020 09:23:28;CAB JKT (BCA VA DR PETA SELATAN COUNTER);1515340;A002011027;C001041011
06/04/2020 09:25:18;CAB SUB (BCA VA DR RUNGKUT AGEN);1017535;A002011027;C001041016
06/04/2020 09:30:11;CAB BWW (BCA VA DR GENTENG AGEN);933850;A002011027;C002041029
06/04/2020 09:30:36;CAB MLG (BCA VA DR MALANG CABANG);671300;A002011027;C001041015
06/04/2020 09:34:49;CAB JOG (BCA VA DR SUPENO AGEN);126823;A002011027;C001041018
06/04/2020 09:36:02;CAB XOJ (BCA VA DR SIDOARJO CABANG);4727000;A002011027;C002041049
06/04/2020 09:36:30;CAB PLM (BCA VA DR ABU SAMAH AGEN);639000;A002011027;C001041036
06/04/2020 09:40:30;CAB TAN (BCA VA DR CILEDUG AGEN);34100;A002011027;C001041021
06/04/2020 09:40:38;CAB SEG (BCA VA DR PANDEGLANG COUNTER);578000;A002011027;C002041042
06/04/2020 09:43:09;CAB SUB (BCA VA DR BENOWO AGEN);316975;A002011027;C001041016
06/04/2020 09:43:42;CAB SUB (BCA VA DR BENOWO AGEN);248000;A002011027;C001041016
06/04/2020 09:44:46;CAB PDG (BCA VA DR PADANG CABANG);2406400;A002011027;C002041039
06/04/2020 09:44:49;CAB SEG (BCA VA DR SERANG COUNTER);2246000;A002011027;C002041042
06/04/2020 09:45:01;CAB JOG (BCA VA DR BANTUL JOGJA AGEN);768000;A002011027;C001041018
06/04/2020 09:46:00;CAB XOJ (BCA VA DR GRESIK COUNTER);1799400;A002011027;C002041049
06/04/2020 09:48:25;CAB BSI (BCA VA DR BEKASI CABANG);1239000;A002011027;C002041035
06/04/2020 09:49:36;CAB JKT (BCA VA DR BINTARO ASPERINDO AGEN);56942;A002011027;C001041011
06/04/2020 09:49:44;CAB TAN (BCA VA DR TEGAL ROTAN AGEN);42625;A002011027;C001041021
06/04/2020 09:54:11;CAB BSI (BCA VA DR HANKAM AGEN);304600;A002011027;C002041035
06/04/2020 09:54:30;CAB TKG (BCA VA DR LAMPUNG CABANG);198000;A002011027;C002041034
06/04/2020 10:00:13;CAB JKT (BCA VA DR PERNIAGAAN AGEN);3666950;A002011027;C001041011
06/04/2020 10:04:58;CAB BSI (BCA VA DR CIKARANG COUNTER);209000;A002011027;C002041035
06/04/2020 10:07:16;CAB TAN (BCA VA DR CIKUPA COUNTER);2463000;A002011027;C001041021
06/04/2020 10:10:37;CAB XOJ (BCA VA DR SIDOARJO CABANG);107000;A002011027;C002041049
06/04/2020 10:12:03;CAB BSI (BCA VA DR CIKARANG COUNTER);2769800;A002011027;C002041035
06/04/2020 10:14:08;CAB SUB (BCA VA DR SURABAYA CABANG);102500;A002011027;C001041016
06/04/2020 10:15:45;CAB JKT (BCA VA DR BEKASI AGEN);2878040;A002011027;C001041011
06/04/2020 10:16:05;CAB DPS (BCA VA DR DENPASAR CABANG);365000;A002011027;C001041017
06/04/2020 10:16:20;CAB PLM (BCA VA DR PELAJU COUNTER);198000;A002011027;C001041036
06/04/2020 10:16:22;CAB GRT (BCA VA DR GARUT CABANG);9498000;A002011027;C002041047
06/04/2020 10:20:13;CAB JKT (BCA VA DR BEKASI AGEN);1300000;A002011027;C001041011
06/04/2020 10:22:01;CAB XOJ (BCA VA DR MENGANTI AGEN);463890;A002011027;C002041049
06/04/2020 10:22:24;CAB TMA (BCA VA DR TASIKMALAYA CABANG);88000;A002011027;C002041030
06/04/2020 10:27:54;CAB CBN (BCA VA DR CIREBON CABANG);150000;A002011027;C001041013
06/04/2020 10:29:45;CAB JKT (BCA VA DR LENTENG AGUNG AGEN);1718640;A002011027;C001041011
06/04/2020 10:30:07;CAB SRG (BCA VA DR MT HARYONO AGEN);2582841;A002011027;C001041014
06/04/2020 10:31:22;CAB BDO (BCA VA DR SUMEDANG COUNTER);133000;A002011027;C001041012
06/04/2020 10:33:11;CAB SUB (BCA VA DR SULAIMAN AGEN);4761600;A002011027;C001041016
06/04/2020 10:33:20;CAB KRW (BCA VA DR KERTABUMI AGEN);154000;A002011027;C002041061
06/04/2020 10:33:43;CAB BDO (BCA VA DR DAKOTA BANDUNG);72000;A002011027;C001041012
06/04/2020 10:33:51;CAB BDO (BCA VA DR BANDUNG COUNTER);3146000;A002011027;C001041012
06/04/2020 10:34:30;CAB BDO (BCA VA DR DAKOTA BANDUNG);5738000;A002011027;C001041012
06/04/2020 10:35:47;CAB BSI (BCA VA DR CIKARANG COUNTER);281000;A002011027;C002041035
06/04/2020 10:37:09;CAB TAN (BCA VA DR TANGERANG COUNTER);160000;A002011027;C001041021
06/04/2020 10:38:57;CAB BSI (BCA VA DR SETU AGEN);2784900;A002011027;C002041035
06/04/2020 10:43:11;CAB SEG (BCA VA DR CILEGON AGEN);1155525;A002011027;C002041042
06/04/2020 10:43:57;CAB SRG (BCA VA DR BETENG AGEN);1900740;A002011027;C001041014
06/04/2020 10:47:04;CAB BDO (BCA VA DR KATAPANG AGEN);1724000;A002011027;C001041012
06/04/2020 10:48:51;CAB MLG (BCA VA DR MALANG GUDANG);790000;A002011027;C001041015
06/04/2020 10:50:46;CAB SUB (BCA VA DR TANDES AGEN);1255100;A002011027;C001041016
06/04/2020 10:53:11;CAB SKM (BCA VA DR SUKABUMI CABANG);5071000;A002011027;C001041023
06/04/2020 10:54:08;CAB TKG (BCA VA DR LAMPUNG CABANG);310000;A002011027;C002041034
06/04/2020 10:55:43;CAB BSI (BCA VA DR HARAPAN JAYA AGEN);2814250;A002011027;C002041035
06/04/2020 10:56:58;CAB KII (BCA VA DR KEDIRI CABANG);4133500;A002011027;C001041033
06/04/2020 10:57:51;CAB LGD (BCA VA DR LEGUNDI GROUP);884600;A002011027;C002041056
06/04/2020 10:58:38;CAB XOJ (BCA VA DR COUNTER DRIYOREJO);2666000;A002011027;C002041049
06/04/2020 10:59:15;CAB KXT (BCA VA DR KLATEN CABANG);451000;A002011027;C002041036
06/04/2020 11:01:08;CAB JKT (BCA VA DR PENGGILINGAN AGEN);2863935;A002011027;C001041011
06/04/2020 11:01:55;CAB TAN (BCA VA DR BIZLINK CITRA RAYA COUNTER);292000;A002011027;C001041021
06/04/2020 11:02:32;CAB XOJ (BCA VA DR KLUDAN AGEN);3547375;A002011027;C002041049
06/04/2020 11:06:21;CAB BSI (BCA VA DR BINTARA AGEN);936000;A002011027;C002041035
06/04/2020 11:13:51;CAB BSI (BCA VA DR CIBITUNG AGEN);2735950;A002011027;C002041035
06/04/2020 11:17:30;CAB MES (BCA VA DR TOPEX RING ROAD AGEN);282875;A002011027;C002041038
06/04/2020 11:20:53;CAB BSI (BCA VA DR BINTARA AGEN);182600;A002011027;C002041035
06/04/2020 11:24:25;CAB SUB (BCA VA DR TOEASEY AGEN);1129642;A002011027;C001041016
06/04/2020 11:24:53;CAB JKT (BCA VA DR PS.PAGI/COUNTER);1990000;A002011027;C001041011
06/04/2020 11:24:58;CAB WNB (BCA VA DR WONOSOBO CABANG);4019000;A002011027;C002041033
06/04/2020 11:27:47;CAB BSI (BCA VA DR DEPOK COUNTER);2645000;A002011027;C002041035
06/04/2020 11:30:07;CAB SEG (BCA VA DR SERANG CABANG);10124000;A002011027;C002041042
06/04/2020 11:31:37;CAB KWS (BCA VA DR KUDUS CABANG);6198000;A002011027;C001041025
