Tgl & Wkt;KETERANGAN;NOMINAL;Debit;Kredit
04/01/2020 9:01;CAB BDO (BCA VA DR SUMEDANG COUNTER);688000;A002011027;C001041012
04/01/2020 9:03;CAB XOJ (BCA VA DR KLUDAN AGEN);2428850;A002011027;C002041049
04/01/2020 9:04;CAB BSI (BCA VA DR BANTAR GEBANG AGEN);1205100;A002011027;C002041035
04/01/2020 9:04;CAB BSI (BCA VA DR CIANGSANA AGEN);1031600;A002011027;C002041035
04/01/2020 9:05;CAB KII (BCA VA DR BLITAR AGEN);798950;A002011027;C001041033
04/01/2020 9:07;CAB JKT (BCA VA DR LUBANG BUAYA AGEN);9433765;A002011027;C001041011
04/01/2020 9:07;CAB JKT (BCA VA DR PETA SELATAN COUNTER);615600;A002011027;C001041011
04/01/2020 9:07;CAB BSI (BCA VA DR BULAK KAPAL AGEN);1964000;A002011027;C002041035
04/01/2020 9:12;CAB SRG (BCA VA DR BETENG AGEN);2564395;A002011027;C001041014
04/01/2020 9:12;CAB PWK (BCA VA DR SADANG AGEN);1294000;A002011027;C002041041
04/01/2020 9:13;CAB BDO (BCA VA DR KATAPANG AGEN);883000;A002011027;C001041012
04/01/2020 9:17;CAB PDG (BCA VA DR PADANG CABANG);435000;A002011027;C002041039
04/01/2020 9:21;CAB TAN (BCA VA DR TANGERANG CABANG);396000;A002011027;C001041021
04/01/2020 9:22;CAB PLM (BCA VA DR PELAJU COUNTER);863000;A002011027;C001041036
04/01/2020 9:22;CAB SUB (BCA VA DR PANDUGO AGEN);3984934;A002011027;C001041016
04/01/2020 9:31;CAB BSI (BCA VA DR SETU AGEN);1622250;A002011027;C002041035
04/01/2020 9:32;CAB BSI (BCA VA DR WANAHERANG AGEN);1611000;A002011027;C002041035
04/01/2020 9:33;CAB JKT (BCA VA DR PETA SELATAN COUNTER);2676250;A002011027;C001041011
04/01/2020 9:37;CAB XOJ (BCA VA DR SIDOARJO CABANG);4703000;A002011027;C002041049
04/01/2020 9:37;CAB SEG (BCA VA DR CILEGON AGEN);84475;A002011027;C002041042
04/01/2020 9:41;CAB CBN (BCA VA DR TEGAL GUBUK AGEN);5224850;A002011027;C001041013
04/01/2020 9:42;CAB JOG (BCA VA DR BANTUL JOGJA AGEN);960000;A002011027;C001041018
04/01/2020 9:44;CAB BDO (BCA VA DR UJUNG BERUNG AGEN);697000;A002011027;C001041012
04/01/2020 9:44;CAB BSI (BCA VA DR CIBUBUR COUNTER);74000;A002011027;C002041035
04/01/2020 9:46;CAB PLM (BCA VA DR ABU SAMAH AGEN);1074000;A002011027;C001041036
04/01/2020 9:48;CAB JKT (BCA VA DR PERNIAGAAN AGEN);3780218;A002011027;C001041011
04/01/2020 9:49;CAB BSI (BCA VA DR LIPPO COUNTER);4252014;A002011027;C002041035
04/01/2020 9:53;CAB BRG (BCA VA DR PARUNG AGEN);1358575;A002011027;C001041020
04/01/2020 9:54;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);286000;A002011027;C001041018
04/01/2020 9:59;CAB SUB (BCA VA DR DEMAK COUNTER);889500;A002011027;C001041016
04/01/2020 9:59;A. PXT (BCA VA DR PATI AGEN PUSAT);16300000;A002011027;C002042061
04/01/2020 10:02;CAB JKT (BCA VA DR BEKASI AGEN);1979212;A002011027;C001041011
04/01/2020 10:03;CAB TAN (BCA VA DR TANGERANG CABANG);397477;A002011027;C001041021
04/01/2020 10:04;CAB TGE (BCA VA DR TEGAL CABANG);2126000;A002011027;C001041031
04/01/2020 10:07;CAB PWL (BCA VA DR CILACAP COUNTER);1206000;A002011027;C001041024
04/01/2020 10:08;CAB CBN (BCA VA DR CIREBON CABANG);147500;A002011027;C001041013
04/01/2020 10:12;CAB BRG (BCA VA DR BOGOR CABANG);195000;A002011027;C001041020
04/01/2020 10:13;CAB BSI (BCA VA DR CIKARANG COUNTER);6915000;A002011027;C002041035
04/01/2020 10:14;CAB PKL (BCA VA DR BATANG COUNTER);200000;A002011027;C001041026
04/01/2020 10:15;CAB SUB (BCA VA DR SURABAYA CABANG);2228600;A002011027;C001041016
04/01/2020 10:21;CAB JKT (BCA VA DR PENGGILINGAN AGEN);6743854;A002011027;C001041011
04/01/2020 10:23;CAB JKT (BCA VA DR BINTARO ASPERINDO AGEN);2159786;A002011027;C001041011
04/01/2020 10:26;CAB BDO (BCA VA DR CARINGIN AGEN);7643500;A002011027;C001041012
04/01/2020 10:30;CAB MES (BCA VA DR BINJAI COUNTER);530000;A002011027;C002041038
04/01/2020 10:33;CAB CBN (BCA VA DR SAMPORA AGEN);1824000;A002011027;C001041013
04/01/2020 10:34;CAB CBN (BCA VA DR PLERED COUNTER);728000;A002011027;C001041013
04/01/2020 10:35;CAB TAN (BCA VA DR CIKUPA COUNTER);1515000;A002011027;C001041021
04/01/2020 10:35;A. TNU (BCA VA DR PARAKAN AGEN);16960000;A002011027;C002042023
04/01/2020 10:36;CAB CBN (BCA VA DR KUNINGAN COUNTER);869000;A002011027;C001041013
04/01/2020 10:37;CAB CBN (BCA VA DR CIREBON CABANG);7199500;A002011027;C001041013
04/01/2020 10:37;CAB SRG (BCA VA DR PUSPONJOLO AGEN);2897000;A002011027;C001041014
04/01/2020 10:37;CAB SST (BCA VA DR SALATIGA CABANG);4973000;A002011027;C001041019
04/01/2020 10:38;CAB BSI (BCA VA DR BINTARA AGEN);4327500;A002011027;C002041035
04/01/2020 10:38;CAB SUB (BCA VA DR PANDEGILING COUNTER);88000;A002011027;C001041016
04/01/2020 10:44;A. PEMALANG (BCA VA DR PEMALANG AGEN);1104150;A002011027;C002042077
04/01/2020 10:44;A. WGI (BCA VA DR WONOGIRI AGEN);15800000;A002011027;C002042044
04/01/2020 10:45;CAB KWS (BCA VA DR LUKMONOHADI AGEN);2592064;A002011027;C001041025
04/01/2020 10:46;CAB CJR (BCA VA DR CIANJUR CABANG);262000;A002011027;C002041043
04/01/2020 10:48;CAB TAN (BCA VA DR BATU CEPER AGEN);563000;A002011027;C001041021
04/01/2020 10:50;CAB JKT (BCA VA DR PETA SELATAN COUNTER);88000;A002011027;C001041011
04/01/2020 10:54;CAB PKL (BCA VA DR COMAL AGEN);365025;A002011027;C001041026
04/01/2020 10:54;CAB BSI (BCA VA DR BEKASI CABANG);1569000;A002011027;C002041035
04/01/2020 10:58;CAB BDO (BCA VA DR CIMAHI AGEN 01);2662000;A002011027;C001041012
04/01/2020 11:00;CAB BSI (BCA VA DR DEPOK COUNTER);32000;A002011027;C002041035
04/01/2020 11:00;CAB XOJ (BCA VA DR SIDOARJO CABANG);158008;A002011027;C002041049
04/01/2020 11:01;CAB XOJ (BCA VA DR MENGANTI AGEN);1382486;A002011027;C002041049
04/01/2020 11:02;CAB KII (BCA VA DR KEDIRI CABANG);3189100;A002011027;C001041033
04/01/2020 11:04;CAB XOJ (BCA VA DR BAMBE AGEN);944564;A002011027;C002041049
04/01/2020 11:05;CAB XOJ (BCA VA DR SIDOARJO CABANG);307100;A002011027;C002041049
04/01/2020 11:06;CAB TAN (BCA VA DR TANGERANG COUNTER);299000;A002011027;C001041021
04/01/2020 11:06;CAB PWL (BCA VA DR PURWOKERTO CABANG);9058600;A002011027;C001041024
04/01/2020 11:06;CAB JOG (BCA VA DR SUPENO AGEN);730050;A002011027;C001041018
04/01/2020 11:09;CAB BDO (BCA VA DR DAKOTA BANDUNG);11389450;A002011027;C001041012
04/01/2020 11:10;CAB SRG (BCA VA DR MAJAPAHIT AGEN);853810;A002011027;C001041014
04/01/2020 11:10;CAB SST (BCA VA DR SALATIGA CABANG);100000;A002011027;C001041019
04/01/2020 11:10;A. PRINGSEWU (BCA VA DR PRINGSEWU AGEN);2940375;A002011027;C002042079
04/01/2020 11:10;CAB BDO (BCA VA DR BANDUNG COUNTER);8479000;A002011027;C001041012
04/01/2020 11:11;CAB TKG (BCA VA DR LAMPUNG CABANG);11299050;A002011027;C002041034
04/01/2020 11:19;CAB SUB (BCA VA DR TANDES AGEN);2290500;A002011027;C001041016
04/01/2020 11:20;CAB KXT (BCA VA DR KLATEN CABANG);9206000;A002011027;C002041036
04/01/2020 11:21;CAB PSM (BCA VA DR PASURUAN CABANG);1163985;A002011027;C001041028
04/01/2020 11:22;CAB TAN (BCA VA DR PAMULANG AGEN);6334596;A002011027;C001041021
04/01/2020 11:22;CAB SUB (BCA VA DR RUNGKUT AGEN);596013;A002011027;C001041016
04/01/2020 11:23;CAB TAN (BCA VA DR CIKUPA COUNTER);57000;A002011027;C001041021
04/01/2020 11:24;CAB BSI (BCA VA DR HARAPAN INDAH AGEN);5869050;A002011027;C002041035
04/01/2020 11:25;CAB JKT (BCA VA DR SRENGSENG AGEN);1647534;A002011027;C001041011
04/01/2020 11:25;CAB PWK (BCA VA DR PURWAKARTA CABANG);1169000;A002011027;C002041041
04/01/2020 11:26;CAB PLM (BCA VA DR PALEMBANG CABANG);2118550;A002011027;C001041036
04/01/2020 11:27;CAB BRG (BCA VA DR BOGOR CABANG);6555000;A002011027;C001041020
04/01/2020 11:28;CAB TAN (BCA VA DR BIZLINK CITRA RAYA COUNTER);13521000;A002011027;C001041021
04/01/2020 11:29;CAB SUB (BCA VA DR BENOWO AGEN);744500;A002011027;C001041016
04/01/2020 11:32;CAB SUB (BCA VA DR DEMAK COUNTER);245000;A002011027;C001041016
04/01/2020 11:32;CAB PKU (BCA VA DR PEKANBARU CABANG);5730000;A002011027;C002041040
04/01/2020 11:35;CAB TAN (BCA VA DR TANAH TINGGI AGEN);2918650;A002011027;C001041021
04/01/2020 11:36;CAB SEG (BCA VA DR SERANG CABANG);1395000;A002011027;C002041042
04/01/2020 11:37;CAB BSI (BCA VA DR HANKAM AGEN);1851100;A002011027;C002041035
04/01/2020 11:38;CAB SEG (BCA VA DR SERANG COUNTER);890000;A002011027;C002041042
04/01/2020 11:40;CAB BSI (BCA VA DR HANKAM AGEN);169000;A002011027;C002041035
04/01/2020 11:40;CAB BSI (BCA VA DR DEPOK COUNTER);4727000;A002011027;C002041035
04/01/2020 11:41;CAB JKT (BCA VA DR OTISTA AGEN);5601254;A002011027;C001041011
04/01/2020 11:43;CAB SUB (BCA VA DR KLAMPIS AGEN);608104;A002011027;C001041016
04/01/2020 11:43;CAB BDO (BCA VA DR PASAR BARU AGEN);11728500;A002011027;C001041012
04/01/2020 11:46;CAB KWS (BCA VA DR KUDUS COUNTER);2437000;A002011027;C001041025
04/01/2020 11:47;CAB SUB (BCA VA DR PCI COUNTER);278000;A002011027;C001041016
04/01/2020 11:47;A. CEU (BCA VA DR BLORA AGEN);10082500;A002011027;C002042054
04/01/2020 11:48;CAB BDO (BCA VA DR MARGAASIH AGEN);101500;A002011027;C001041012
04/01/2020 11:48;CAB BWW (BCA VA DR BANYUWANGI CABANG);2202000;A002011027;C002041029
04/01/2020 11:49;CAB MGL (BCA VA DR MUNGKID AGEN);3392950;A002011027;C001041032
04/01/2020 11:50;CAB CJR (BCA VA DR CIANJUR CABANG);1422000;A002011027;C002041043
04/01/2020 11:51;CAB BSI (BCA VA DR CIGANJUR AGEN);3534500;A002011027;C002041035
04/01/2020 11:52;CAB PSM (BCA VA DR PASURUAN CABANG);2135100;A002011027;C001041028
04/01/2020 11:52;CAB MGL (BCA VA DR MAGELANG CABANG);2781000;A002011027;C001041032
04/01/2020 11:52;CAB TAN (BCA VA DR TANGERANG COUNTER);100000;A002011027;C001041021
04/01/2020 11:53;CAB JKT (BCA VA DR LENTENG AGUNG AGEN);3071279;A002011027;C001041011
04/01/2020 11:53;CAB TAN (BCA VA DR PONDOK AREN AGEN);5753489;A002011027;C001041021
04/01/2020 11:53;CAB PSM (BCA VA DR PASURUAN COUNTER);579000;A002011027;C001041028
04/01/2020 11:54;CAB SUB (BCA VA DR WIYUNG AGEN);4505789;A002011027;C001041016
04/01/2020 11:55;CAB TAN (BCA VA DR TANGERANG COUNTER);10217450;A002011027;C001041021
04/01/2020 11:55;CAB BSI (BCA VA DR CIRACAS AGEN);455900;A002011027;C002041035
04/01/2020 11:55;CAB BSI (BCA VA DR BEKASI CABANG);545000;A002011027;C002041035
04/01/2020 11:56;CAB KXT (BCA VA DR KLATEN AGEN);90000;A002011027;C002041036
04/01/2020 11:56;CAB SUB (BCA VA DR SULAIMAN AGEN);75950;A002011027;C001041016
04/01/2020 11:57;CAB SUB (BCA VA DR SURABAYA CABANG);2774814;A002011027;C001041016
04/01/2020 11:59;CAB SUB (BCA VA DR KEDUNG COWEK I);730000;A002011027;C001041016
04/01/2020 12:00;CAB BSI (BCA VA DR BEKASI CABANG);15521000;A002011027;C002041035
04/01/2020 12:01;CAB UPG (BCA VA DR MAKASSAR CABANG);200000;A002011027;C002041045
04/01/2020 12:05;CAB SUB (BCA VA DR TOEASEY AGEN);1461125;A002011027;C001041016
04/01/2020 12:07;CAB BSI (BCA VA DR CIBITUNG AGEN);4037600;A002011027;C002041035
04/01/2020 12:08;CAB JOG (BCA VA DR SLEMAN AGEN);3308088;A002011027;C001041018
04/01/2020 12:08;CAB GRT (BCA VA DR GARUT CABANG);7018000;A002011027;C002041047
04/01/2020 12:09;CAB JOG (BCA VA DR KALIURANG AGEN);2466325;A002011027;C001041018
04/01/2020 12:12;CAB XOJ (BCA VA DR COUNTER DRIYOREJO);1935000;A002011027;C002041049
04/01/2020 12:15;CAB JBE (BCA VA DR JEMBER CABANG);1725000;A002011027;C001041027
04/01/2020 12:17;CAB PKL (BCA VA DR PEKALONGAN CABANG);19714100;A002011027;C001041026
04/01/2020 12:17;CAB BSI (BCA VA DR CILEUNGSI AGEN);2976900;A002011027;C002041035
04/01/2020 12:17;CAB MLG (BCA VA DR MALANG GUDANG);83000;A002011027;C001041015
04/01/2020 12:17;CAB TAN (BCA VA DR TANGERANG CABANG);1827400;A002011027;C001041021
04/01/2020 12:20;CAB BDO (BCA VA DR RANCA EKEK AGEN);1691800;A002011027;C001041012
04/01/2020 12:23;CAB JKT (BCA VA DR PS.PAGI/COUNTER);2427000;A002011027;C001041011
04/01/2020 12:24;CAB JKT (BCA VA DR DAKOTA JAKARTA);32494800;A002011027;C001041011
04/01/2020 12:25;CAB KWS (BCA VA DR KUDUS CABANG);4929000;A002011027;C001041025
04/01/2020 12:26;CAB SUB (BCA VA DR PCI COUNTER);567000;A002011027;C001041016
04/01/2020 12:27;CAB JKT (BCA VA DR RAWA DOMBA COUNTER);113000;A002011027;C001041011
04/01/2020 12:28;CAB PKL (BCA VA DR PEKALONGAN AGEN);4346200;A002011027;C001041026
04/01/2020 12:28;CAB SUB (BCA VA DR PANDEGILING COUNTER);374000;A002011027;C001041016
04/01/2020 12:30;CAB SRG (BCA VA DR SEMARANG CABANG);2890900;A002011027;C001041014
04/01/2020 12:34;CAB SRG (BCA VA DR SEMARANG CABANG);8850000;A002011027;C001041014
04/01/2020 12:35;CAB BRG (BCA VA DR PARUNG AGEN);1956410;A002011027;C001041020
04/01/2020 12:37;CAB BSI (BCA VA DR BEKASI CABANG);1179000;A002011027;C002041035
04/01/2020 12:42;CAB JKT (BCA VA DR JELAMBAR CONTER);210000;A002011027;C001041011
04/01/2020 12:47;CAB DPS (BCA VA DR DENPASAR CABANG);54000;A002011027;C001041017
04/01/2020 12:47;CAB MLG (BCA VA DR MALANG CABANG);13220000;A002011027;C001041015
04/01/2020 12:48;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);4849500;A002011027;C001041018
04/01/2020 12:49;CAB BDO (BCA VA DR DAKOTA BANDUNG);2333800;A002011027;C001041012
04/01/2020 12:50;CAB BSI (BCA VA DR ELLI SUKMAJAYA AGEN);878000;A002011027;C002041035
04/01/2020 12:51;CAB BDO (BCA VA DR DAKOTA BANDUNG);915400;A002011027;C001041012
04/01/2020 12:52;CAB JKT (BCA VA DR CONDET AGEN);1744350;A002011027;C001041011
04/01/2020 12:57;CAB BSI (BCA VA DR DUTA HARAPAN AGEN);99000;A002011027;C002041035
04/01/2020 12:58;CAB JKT (BCA VA DR KEDOYA AGEN);2257575;A002011027;C001041011
04/01/2020 13:01;A. JWN (BCA VA DR JUWANA AGEN);3179438;A002011027;C002042029
04/01/2020 13:01;CAB BSI (BCA VA DR BEKASI CABANG);884000;A002011027;C002041035
04/01/2020 13:02;CAB WNB (BCA VA DR WONOSOBO CABANG);2144500;A002011027;C002041033
04/01/2020 13:02;CAB SKM (BCA VA DR SUKABUMI CABANG);1046500;A002011027;C001041023
04/01/2020 13:03;CAB MLG (BCA VA DR MALANG CABANG);330000;A002011027;C001041015
04/01/2020 13:03;CAB BDO (BCA VA DR BANDUNG COUNTER);50000;A002011027;C001041012
04/01/2020 13:03;CAB BDO (BCA VA DR BANDUNG COUNTER);160000;A002011027;C001041012
04/01/2020 13:09;CAB MES (BCA VA DR MEDAN CABANG);483500;A002011027;C002041038
04/01/2020 13:09;CAB JOG (BCA VA DR PINARAK AGEN);29450;A002011027;C001041018
04/01/2020 13:12;CAB BSI (BCA VA DR CIBUBUR COUNTER);99000;A002011027;C002041035
04/01/2020 13:20;CAB SUB (BCA VA DR PCI COUNTER);605000;A002011027;C001041016
04/01/2020 13:21;A. RLO (BCA VA DR REJANG LEBONG AGEN);3012412;A002011027;C002042066
04/01/2020 13:21;A. BTJ (BCA VA DR BANDA ACEH AGEN);974625;A002011027;C002042075
04/01/2020 13:22;A. KPA (BCA VA DR KEPAHIANG AGEN);831787;A002011027;C002042065
04/01/2020 13:26;CAB TMA (BCA VA DR TASIKMALAYA CABANG);6467000;A002011027;C002041030
04/01/2020 13:32;CAB SUB (BCA VA DR SURABAYA CABANG);20727385;A002011027;C001041016
04/01/2020 13:36;CAB BDO (BCA VA DR DAKOTA BANDUNG);82100;A002011027;C001041012
04/01/2020 13:40;CAB BSI (BCA VA DR BETOS AGEN);602000;A002011027;C002041035
04/01/2020 13:45;CAB DPS (BCA VA DR DENPASAR CABANG);105000;A002011027;C001041017
04/01/2020 13:51;A. KBN (BCA VA DR KEBUMEN AGEN);27068968;A002011027;C002042025
04/01/2020 13:54;CAB MOK (BCA VA DR MOJOKERTO AGEN I);281000;A002011027;C002041051
04/01/2020 13:54;CAB KRW (BCA VA DR KARAWANG CABANG);1528000;A002011027;C002041061
04/01/2020 13:54;CAB MOK (BCA VA DR MOJOKERTO CABANG);8953000;A002011027;C002041051
04/01/2020 13:55;CAB JKT (BCA VA DR PETA SELATAN COUNTER);953850;A002011027;C001041011
04/01/2020 13:56;A. BRQ (BCA VA DR BREBES AGEN);2700000;A002011027;C002042068
04/01/2020 13:56;CAB SST (BCA VA DR SALATIGA CABANG);75000;A002011027;C001041019
04/01/2020 14:00;CAB JKT (BCA VA DR THAMRIN CITY AGEN);233120;A002011027;C001041011
04/01/2020 14:06;CAB BSI (BCA VA DR BEKASI CABANG);65000;A002011027;C002041035
04/01/2020 14:09;CAB BSI (BCA VA DR JONGGOL AGEN);100000;A002011027;C002041035
04/01/2020 14:10;CAB XOJ (BCA VA DR SIDOARJO CABANG);262500;A002011027;C002041049
04/01/2020 14:12;CAB JKT (BCA VA DR PETA SELATAN COUNTER);49500;A002011027;C001041011
04/01/2020 14:13;CAB DPS (BCA VA DR DENPASAR CABANG);5120500;A002011027;C001041017
04/01/2020 14:13;CAB SUB (BCA VA DR KEDUNG COWEK I);213000;A002011027;C001041016
04/01/2020 14:14;CAB SUB (BCA VA DR KEDUNG COWEK I);1370228;A002011027;C001041016
04/01/2020 14:16;CAB SUB (BCA VA DR DEMAK COUNTER);56250;A002011027;C001041016
04/01/2020 14:19;CAB MLG (BCA VA DR MALANG GUDANG);37000;A002011027;C001041015
04/01/2020 14:22;CAB TAN (BCA VA DR CIPONDOH AGEN);2046000;A002011027;C001041021
04/01/2020 14:24;CAB SKM (BCA VA DR SUKABUMI CABANG);4304000;A002011027;C001041023
04/01/2020 14:26;CAB JKT (BCA VA DR PETA SELATAN COUNTER);183600;A002011027;C001041011
04/01/2020 14:29;CAB XOJ (BCA VA DR SIDOARJO CABANG);322500;A002011027;C002041049
04/01/2020 14:29;CAB JKT (BCA VA DR PETA SELATAN COUNTER);24000;A002011027;C001041011
04/01/2020 14:30;CAB BWW (BCA VA DR GENTENG AGEN);556100;A002011027;C002041029
04/01/2020 14:32;CAB JBG (BCA VA DR JOMBANG CABANG);11650000;A002011027;C001041022
04/01/2020 14:46;CAB JKT (BCA VA DR LODAN AGEN);1733438;A002011027;C001041011
04/01/2020 14:46;CAB BSI (BCA VA DR DEPOK COUNTER);245000;A002011027;C002041035
04/01/2020 14:46;CAB SEG (BCA VA DR SERANG CABANG);2991000;A002011027;C002041042
04/01/2020 14:47;CAB BSI (BCA VA DR BEKASI CABANG);70000;A002011027;C002041035
04/01/2020 14:48;CAB BSI (BCA VA DR BINTARA AGEN);390400;A002011027;C002041035
04/01/2020 14:51;CAB SKM (BCA VA DR SUKABUMI CABANG);105000;A002011027;C001041023
04/01/2020 14:51;CAB XOJ (BCA VA DR SIDOARJO CABANG);99000;A002011027;C002041049
04/01/2020 14:54;CAB MES (BCA VA DR KATAMSO AGEN);974000;A002011027;C002041038
04/01/2020 14:55;CAB MLG (BCA VA DR MALANG GUDANG);61000;A002011027;C001041015
04/01/2020 15:04;CAB BSI (BCA VA DR BEKASI CABANG);483000;A002011027;C002041035
04/01/2020 15:07;CAB TMA (BCA VA DR TASIKMALAYA CABANG);391000;A002011027;C002041030
04/01/2020 15:09;CAB MES (BCA VA DR MEDAN CABANG);950695;A002011027;C002041038
04/01/2020 15:12;CAB SST (BCA VA DR SALATIGA CABANG);150000;A002011027;C001041019
04/01/2020 15:21;CAB JKT (BCA VA DR JELAMBAR CONTER);110000;A002011027;C001041011
04/01/2020 15:24;CAB JKT (BCA VA DR LODAN AGEN);119548;A002011027;C001041011
04/01/2020 15:33;CAB TAN (BCA VA DR TANGERANG CABANG);228000;A002011027;C001041021
04/01/2020 15:35;CAB TAN (BCA VA DR BIZLINK CITRA RAYA COUNTER);65000;A002011027;C001041021
04/01/2020 15:36;CAB BSI (BCA VA DR BEKASI CABANG);129000;A002011027;C002041035
04/01/2020 15:36;CAB MGL (BCA VA DR SECANG AGEN);455700;A002011027;C001041032
04/01/2020 15:39;CAB JBE (BCA VA DR JEMBER CABANG);1145000;A002011027;C001041027
04/01/2020 15:43;A. BWS (BCA VA DR BONDOWOSO AGEN);5147000;A002011027;C002042052
04/01/2020 15:45;CAB DPS (BCA VA DR DENPASAR CABANG);117000;A002011027;C001041017
04/01/2020 15:45;CAB SKM (BCA VA DR SUKABUMI CABANG);800000;A002011027;C001041023
04/01/2020 15:56;CAB BDO (BCA VA DR BANDUNG COUNTER);376000;A002011027;C001041012
04/01/2020 16:05;CAB BDO (BCA VA DR BANDUNG COUNTER);262000;A002011027;C001041012
04/01/2020 16:07;CAB TAN (BCA VA DR TANGERANG COUNTER);96200;A002011027;C001041021
04/01/2020 16:11;A. SBD (BCA VA DR SITUBONDO AGEN);6013725;A002011027;C002042051
04/01/2020 16:31;CAB XOJ (BCA VA DR SIDOARJO CABANG);40000;A002011027;C002041049
04/01/2020 16:31;CAB JKT (BCA VA DR PETA SELATAN COUNTER);60000;A002011027;C001041011
04/01/2020 16:37;CAB TMA (BCA VA DR TASIKMALAYA CABANG);518000;A002011027;C002041030
04/01/2020 16:44;CAB BSI (BCA VA DR BINTARA AGEN);491600;A002011027;C002041035
04/01/2020 16:45;CAB TAN (BCA VA DR BIZLINK CITRA RAYA COUNTER);539000;A002011027;C001041021
04/01/2020 16:47;CAB BDO (BCA VA DR BANDUNG COUNTER);117000;A002011027;C001041012
04/01/2020 16:50;CAB CJR (BCA VA DR CIANJUR CABANG);75000;A002011027;C002041043
04/01/2020 16:53;CAB JKT (BCA VA DR BINTARO ASPERINDO AGEN);816075;A002011027;C001041011
04/01/2020 16:55;CAB BLP (BCA VA DR BALIKPAPAN CABANG);787800;A002011027;C002041053
04/01/2020 16:58;CAB BDO (BCA VA DR DAKOTA BANDUNG);800000;A002011027;C001041012
04/01/2020 16:59;CAB BDO (BCA VA DR DAKOTA BANDUNG);43000;A002011027;C001041012
04/01/2020 17:07;CAB TAN (BCA VA DR TANGERANG COUNTER);144000;A002011027;C001041021
04/01/2020 17:07;CAB BSI (BCA VA DR BANTAR GEBANG AGEN);168800;A002011027;C002041035
04/01/2020 17:10;CAB TAN (BCA VA DR TANGERANG COUNTER);127000;A002011027;C001041021
04/01/2020 17:13;A. BWX (BCA VA DR BANGKALAN AGEN);1414200;A002011027;C002042074
