Tgl & Wkt;KETERANGAN;NOMINAL;Debit;Kredit
04/23/2020 12:16:35;CAB PSM (BCA VA DR PASURUAN COUNTER);539000;A002011027;C001041028
04/23/2020 12:16:57;CAB KWS (BCA VA DR KUDUS COUNTER);2322000;A002011027;C001041025
04/23/2020 12:42:57;CAB BDJ (BCA VA DR BANJARBARU COUNTER);770000;A002011027;C002041048
04/23/2020 12:50:54;CAB KWS (BCA VA DR LUKMONOHADI AGEN);1653674;A002011027;C001041025
04/23/2020 13:07:48;CAB SUB (BCA VA DR SURABAYA CABANG);16806650;A002011027;C001041016
04/23/2020 13:09:54;CAB MGL (BCA VA DR MAGELANG CABANG);2992000;A002011027;C001041032
04/23/2020 13:12:41;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);8804500;A002011027;C001041018
04/23/2020 13:25:11;CAB JBE (BCA VA DR JEMBER CABANG);4146000;A002011027;C001041027
04/23/2020 13:44:24;CAB SRG (BCA VA DR SEMARANG CABANG);4111460;A002011027;C001041014
04/23/2020 14:01:23;CAB MOK (BCA VA DR MOJOKERTO AGEN I);296000;A002011027;C002041051
04/23/2020 14:02:17;CAB MOK (BCA VA DR MOJOKERTO CABANG);3138000;A002011027;C002041051
04/23/2020 14:54:41;CAB BDO (BCA VA DR BANDUNG COUNTER);1171000;A002011027;C001041012
04/23/2020 14:54:17;CAB MES (BCA VA DR KATAMSO AGEN);651504;A002011027;C002041038
04/23/2020 14:52:41;CAB MLG (BCA VA DR MALANG GUDANG);720000;A002011027;C001041015
04/23/2020 14:51:35;CAB UPG (BCA VA DR MAKASSAR CABANG);5135600;A002011027;C002041045
04/23/2020 14:51:24;CAB SUB (BCA VA DR SIDOTOPO COUNTER);175000;A002011027;C001041016
04/23/2020 14:44:59;CAB TAN (BCA VA DR BIZLINK CITRA RAYA COUNTER);217000;A002011027;C001041021
04/23/2020 14:38:40;CAB TAN (BCA VA DR TANGERANG COUNTER);286900;A002011027;C001041021
04/23/2020 14:36:54;CAB BSI (BCA VA DR HANKAM AGEN);58000;A002011027;C002041035
04/23/2020 14:34:25;CAB JKT (BCA VA DR RAWA DOMBA COUNTER);186000;A002011027;C001041011
04/23/2020 14:32:26;CAB SUB (BCA VA DR DEMAK COUNTER);3712250;A002011027;C001041016
04/23/2020 14:26:27;CAB BSI (BCA VA DR CIBUBUR COUNTER);128000;A002011027;C002041035
04/23/2020 14:22:57;CAB JKT (BCA VA DR RAWA DOMBA COUNTER);28000;A002011027;C001041011
04/23/2020 14:21:26;CAB JKT (BCA VA DR PT. INDOMOBIL WAHANA TRADA);5829335;A002011027;C001041011
04/23/2020 14:17:32;CAB BSI (BCA VA DR JONGGOL AGEN);168300;A002011027;C002041035
04/23/2020 14:13:56;CAB JKT (BCA VA DR LODAN AGEN);2349063;A002011027;C001041011
04/23/2020 14:11:56;CAB MLG (BCA VA DR MALANG CABANG);120950;A002011027;C001041015
04/23/2020 14:11:24;CAB MLG (BCA VA DR MALANG CABANG);82800;A002011027;C001041015
04/23/2020 14:10:23;CAB JKT (BCA VA DR CONDET AGEN);3453500;A002011027;C001041011
04/23/2020 14:10:07;CAB SRG (BCA VA DR SEMARANG COUNTER);277000;A002011027;C001041014
04/23/2020 14:09:59;CAB BRG (BCA VA DR BOGOR CABANG);85000;A002011027;C001041020
04/23/2020 14:09:13;CAB SUB (BCA VA DR SIDOTOPO COUNTER);317000;A002011027;C001041016
04/23/2020 13:55:57;CAB SUB (BCA VA DR KEDUNG COWEK I);3183467;A002011027;C001041016
04/23/2020 13:52:05;CAB BSI (BCA VA DR ELLI SUKMAJAYA AGEN);3718000;A002011027;C002041035
04/23/2020 13:46:19;CAB SUB (BCA VA DR SULAIMAN AGEN);1942925;A002011027;C001041016
04/23/2020 13:42:11;CAB PLM (BCA VA DR PALEMBANG CABANG);1140000;A002011027;C001041036
04/23/2020 13:40:58;CAB SUB (BCA VA DR SURABAYA CABANG);500000;A002011027;C001041016
04/23/2020 13:38:11;CAB BSI (BCA VA DR BEKASI CABANG);143000;A002011027;C002041035
04/23/2020 13:37:52;CAB JKT (BCA VA DR THAMRIN CITY AGEN);337900;A002011027;C001041011
04/23/2020 13:34:10;CAB MES (BCA VA DR MEDAN CABANG);4017500;A002011027;C002041038
04/23/2020 13:30:36;CAB BSI (BCA VA DR PEJATEN AGEN);107250;A002011027;C002041035
04/23/2020 13:27:17;CAB SEG (BCA VA DR SERANG CABANG);1038000;A002011027;C002041042
04/23/2020 13:22:05;CAB SUB (BCA VA DR PANDEGILING COUNTER);380000;A002011027;C001041016
04/23/2020 13:20:24;CAB JOG (BCA VA DR PINARAK AGEN);99975;A002011027;C001041018
04/23/2020 13:17:45;CAB DPS (BCA VA DR DENPASAR CABANG);233000;A002011027;C001041017
04/23/2020 13:13:58;CAB PKL (BCA VA DR PEKALONGAN CABANG);8165000;A002011027;C001041026
04/23/2020 13:04:29;CAB JKT (BCA VA DR KETAPANG AGEN);2966739;A002011027;C001041011
04/23/2020 13:01:04;CAB JKT (BCA VA DR CEMPAKA MAS AGEN);5221291;A002011027;C001041011
04/23/2020 13:00:19;CAB DPS (BCA VA DR DENPASAR CABANG);780000;A002011027;C001041017
04/23/2020 12:55:11;CAB TAN (BCA VA DR PONDOK AREN AGEN);8992312;A002011027;C001041021
04/23/2020 12:52:42;CAB PKL (BCA VA DR PEKALONGAN AGEN);5498625;A002011027;C001041026
04/23/2020 12:50:48;CAB DPS (BCA VA DR DENPASAR CABANG);1350000;A002011027;C001041017
04/23/2020 12:49:58;CAB TAN (BCA VA DR PAMULANG AGEN);2736824;A002011027;C001041021
04/23/2020 12:47:13;CAB JKT (BCA VA DR KEDOYA AGEN);1729100;A002011027;C001041011
04/23/2020 12:37:15;CAB XOJ (BCA VA DR KLUDAN AGEN);2593150;A002011027;C002041049
04/23/2020 12:36:33;CAB TAN (BCA VA DR TANGERANG COUNTER);28000;A002011027;C001041021
04/23/2020 12:33:25;CAB BDO (BCA VA DR RANCA EKEK AGEN);1165850;A002011027;C001041012
04/23/2020 12:31:48;CAB PKL (BCA VA DR COMAL AGEN);311938;A002011027;C001041026
04/23/2020 12:29:44;CAB CJR (BCA VA DR CIANJUR CABANG);68000;A002011027;C002041043
04/23/2020 12:26:36;CAB SST (BCA VA DR SALATIGA CABANG);76000;A002011027;C001041019
04/23/2020 12:24:42;CAB TAN (BCA VA DR CIPONDOH AGEN);2363000;A002011027;C001041021
04/23/2020 12:13:18;CAB SUB (BCA VA DR TOEASEY AGEN);2083437;A002011027;C001041016
04/23/2020 12:13:01;CAB SKM (BCA VA DR SUKABUMI CABANG);3827000;A002011027;C001041023
04/23/2020 12:11:08;CAB MGL (BCA VA DR MUNGKID AGEN);1057100;A002011027;C001041032
04/23/2020 12:09:50;CAB PWL (BCA VA DR CILACAP COUNTER);1435000;A002011027;C001041024
04/23/2020 12:06:10;CAB CJR (BCA VA DR CIANJUR CABANG);1850000;A002011027;C002041043
04/23/2020 12:05:49;CAB KII (BCA VA DR BLITAR AGEN);2465940;A002011027;C001041033
04/23/2020 12:00:46;CAB JKT (BCA VA DR CEMPAKA MAS AGEN);4717115;A002011027;C001041011
04/23/2020 11:56:32;CAB JKT (BCA VA DR PETA SELATAN COUNTER);435000;A002011027;C001041011
04/23/2020 11:54:49;CAB BSI (BCA VA DR CIRACAS AGEN);786100;A002011027;C002041035
04/23/2020 11:54:07;CAB BSI (BCA VA DR HARAPAN INDAH AGEN);2653950;A002011027;C002041035
04/23/2020 11:53:33;CAB CBN (BCA VA DR TEGAL GUBUK AGEN);2234900;A002011027;C001041013
04/23/2020 11:52:56;CAB BSI (BCA VA DR CIGANJUR AGEN);3780500;A002011027;C002041035
04/23/2020 11:52:40;CAB TAN (BCA VA DR TANGERANG COUNTER);1854000;A002011027;C001041021
04/23/2020 11:50:52;CAB MGL (BCA VA DR SECANG AGEN);620000;A002011027;C001041032
04/23/2020 11:50:42;CAB PDG (BCA VA DR PADANG CABANG);2337000;A002011027;C002041039
04/23/2020 11:43:04;CAB BSI (BCA VA DR CILEUNGSI AGEN);772000;A002011027;C002041035
04/23/2020 11:42:43;CAB XOJ (BCA VA DR MENGANTI AGEN);434775;A002011027;C002041049
04/23/2020 11:40:27;CAB BSI (BCA VA DR BINTARA AGEN);1254150;A002011027;C002041035
04/23/2020 11:39:13;CAB BDO (BCA VA DR MARGAASIH AGEN);322300;A002011027;C001041012
04/23/2020 11:36:10;CAB TAN (BCA VA DR TANAH TINGGI AGEN);7185025;A002011027;C001041021
04/23/2020 11:35:42;CAB XOJ (BCA VA DR COUNTER LEBO);959500;A002011027;C002041049
04/23/2020 11:34:06;CAB TMA (BCA VA DR TASIKMALAYA CABANG);37000;A002011027;C002041030
04/23/2020 11:29:00;CAB TKG (BCA VA DR LAMPUNG CABANG);2432600;A002011027;C002041034
04/23/2020 11:28:54;CAB MLG (BCA VA DR MALANG CABANG);509700;A002011027;C001041015
04/23/2020 11:26:54;CAB BSI (BCA VA DR BEKASI CABANG);136000;A002011027;C002041035
04/23/2020 11:26:48;CAB JOG (BCA VA DR KALIURANG AGEN);1583325;A002011027;C001041018
04/23/2020 11:26:14;CAB JOG (BCA VA DR SLEMAN AGEN);882338;A002011027;C001041018
04/23/2020 11:17:19;CAB BSI (BCA VA DR CIANGSANA AGEN);2316550;A002011027;C002041035
04/23/2020 11:14:32;CAB WNB (BCA VA DR WONOSOBO CABANG);260000;A002011027;C002041033
04/23/2020 11:14:28;CAB BSI (BCA VA DR BANTAR GEBANG AGEN);578900;A002011027;C002041035
04/23/2020 11:13:45;CAB WNB (BCA VA DR WONOSOBO CABANG);141000;A002011027;C002041033
04/23/2020 11:12:50;CAB WNB (BCA VA DR WONOSOBO CABANG);638000;A002011027;C002041033
04/23/2020 11:12:09;CAB SUB (BCA VA DR WIYUNG AGEN);4351314;A002011027;C001041016
04/23/2020 11:09:54;CAB MLG (BCA VA DR MALANG GUDANG);462000;A002011027;C001041015
04/23/2020 11:08:25;CAB SUB (BCA VA DR TANDES AGEN);700600;A002011027;C001041016
04/23/2020 11:07:19;CAB JKT (BCA VA DR JELAMBAR CONTER);900000;A002011027;C001041011
04/23/2020 11:05:28;CAB BSI (BCA VA DR HANKAM AGEN);561000;A002011027;C002041035
04/23/2020 11:05:03;CAB TAN (BCA VA DR BATU CEPER AGEN);293000;A002011027;C001041021
04/23/2020 11:04:34;CAB BSI (BCA VA DR CIBITUNG AGEN);1714650;A002011027;C002041035
04/23/2020 11:00:49;CAB TAN (BCA VA DR CIKUPA COUNTER);570000;A002011027;C001041021
04/23/2020 11:00:49;CAB TAN (BCA VA DR CILEDUG AGEN);677800;A002011027;C001041021
04/23/2020 11:00:10;CAB JKT (BCA VA DR OTISTA AGEN);1633919;A002011027;C001041011
04/23/2020 10:56:09;CAB SRG (BCA VA DR MAJAPAHIT AGEN);1132230;A002011027;C001041014
04/23/2020 10:54:30;CAB TAN (BCA VA DR TANGERANG CABANG);55000;A002011027;C001041021
04/23/2020 10:53:09;CAB CBN (BCA VA DR CIREBON CABANG);83700;A002011027;C001041013
04/23/2020 10:47:17;CAB JKT (BCA VA DR LENTENG AGUNG AGEN);2233230;A002011027;C001041011
04/23/2020 10:44:57;CAB BDO (BCA VA DR CIMAHI AGEN 01);2644000;A002011027;C001041012
04/23/2020 10:43:12;CAB CJR (BCA VA DR CIANJUR CABANG);118000;A002011027;C002041043
04/23/2020 10:37:46;CAB BSI (BCA VA DR HARAPAN JAYA AGEN);3292400;A002011027;C002041035
04/23/2020 10:34:51;CAB SKM (BCA VA DR SUKABUMI CABANG);284000;A002011027;C001041023
04/23/2020 10:28:36;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);386500;A002011027;C001041018
04/23/2020 10:25:11;CAB BDO (BCA VA DR PASAR BARU AGEN);12663000;A002011027;C001041012
04/23/2020 10:20:01;CAB SUB (BCA VA DR BENOWO AGEN);76808;A002011027;C001041016
04/23/2020 10:14:53;CAB BRG (BCA VA DR CIBINONG AGEN);236590;A002011027;C001041020
04/23/2020 10:11:47;CAB XOJ (BCA VA DR BAMBE AGEN);467248;A002011027;C002041049
04/23/2020 10:11:24;CAB SRG (BCA VA DR SEMARANG CABANG);2350000;A002011027;C001041014
04/23/2020 10:09:50;CAB SUB (BCA VA DR BENOWO AGEN);31421;A002011027;C001041016
04/23/2020 10:09:28;CAB JKT (BCA VA DR BEKASI AGEN);1241627;A002011027;C001041011
04/23/2020 10:09:19;CAB TAN (BCA VA DR TANGERANG CABANG);7735000;A002011027;C001041021
04/23/2020 10:08:37;CAB SUB (BCA VA DR PANDUGO AGEN);2839484;A002011027;C001041016
04/23/2020 10:08:22;CAB JKT (BCA VA DR PENGGILINGAN AGEN);2782443;A002011027;C001041011
04/23/2020 10:03:14;CAB SRG (BCA VA DR BETENG AGEN);2314146;A002011027;C001041014
04/23/2020 10:02:19;CAB MLG (BCA VA DR MALANG GUDANG);368000;A002011027;C001041015
04/23/2020 09:56:19;CAB PKL (BCA VA DR BATANG COUNTER);1030500;A002011027;C001041026
04/23/2020 09:56:01;CAB MES (BCA VA DR KATAMSO AGEN);1090200;A002011027;C002041038
04/23/2020 09:53:29;CAB BDO (BCA VA DR KATAPANG AGEN);1017000;A002011027;C001041012
04/23/2020 09:48:08;CAB SUB (BCA VA DR SIDOTOPO COUNTER);143000;A002011027;C001041016
04/23/2020 09:48:03;CAB KRW (BCA VA DR KERTABUMI AGEN);326000;A002011027;C002041061
04/23/2020 09:46:26;CAB BSI (BCA VA DR DEPOK COUNTER);2139000;A002011027;C002041035
04/23/2020 09:35:49;CAB XOJ (BCA VA DR SIDOARJO CABANG);218750;A002011027;C002041049
04/23/2020 09:35:37;CAB SUB (BCA VA DR PANDEGILING COUNTER);77000;A002011027;C001041016
04/23/2020 09:34:52;CAB KRW (BCA VA DR KARAWANG CABANG);836000;A002011027;C002041061
04/23/2020 09:33:05;CAB BDO (BCA VA DR CARINGIN AGEN);5539000;A002011027;C001041012
04/23/2020 09:31:24;CAB PLM (BCA VA DR ABU SAMAH AGEN);865000;A002011027;C001041036
04/23/2020 09:31:19;CAB JKT (BCA VA DR PETA SELATAN COUNTER);1164000;A002011027;C001041011
04/23/2020 09:30:09;CAB BDO (BCA VA DR DAKOTA BANDUNG);88000;A002011027;C001041012
04/23/2020 09:29:29;CAB BRG (BCA VA DR KEDUNG HALANG COUNTER);2283000;A002011027;C001041020
04/23/2020 09:28:36;CAB SRG (BCA VA DR BANYUMANIK AGEN);5414800;A002011027;C001041014
04/23/2020 09:27:39;CAB SUB (BCA VA DR KLAMPIS AGEN);2366124;A002011027;C001041016
04/23/2020 09:23:29;CAB SST (BCA VA DR SALATIGA CABANG);38000;A002011027;C001041019
04/23/2020 09:05:15;CAB GRT (BCA VA DR GARUT CABANG);6815000;A002011027;C002041047
04/23/2020 09:02:58;CAB SRG (BCA VA DR SEMARANG CABANG);131600;A002011027;C001041014
04/23/2020 08:59:16;CAB JKT (BCA VA DR PERNIAGAAN AGEN);2926555;A002011027;C001041011
04/23/2020 08:53:16;CAB PWK (BCA VA DR SADANG AGEN);5960500;A002011027;C002041041
04/23/2020 08:52:19;CAB DJB (BCA VA DR JAMBI CABANG);1515000;A002011027;C002041032
04/23/2020 08:50:50;CAB BSI (BCA VA DR WANAHERANG AGEN);392150;A002011027;C002041035
04/23/2020 08:50:06;CAB BSI (BCA VA DR SETU AGEN);5813900;A002011027;C002041035
04/23/2020 08:49:38;CAB SUB (BCA VA DR SIDOTOPO COUNTER);120000;A002011027;C001041016
04/23/2020 08:45:33;CAB JOG (BCA VA DR BANTUL JOGJA AGEN);1034400;A002011027;C001041018
04/23/2020 08:42:31;CAB SRG (BCA VA DR MT HARYONO AGEN);3509632;A002011027;C001041014
04/23/2020 08:39:21;CAB BWW (BCA VA DR GENTENG AGEN);667840;A002011027;C002041029
04/23/2020 08:39:17;CAB SRG (BCA VA DR PUSPONJOLO AGEN);2113580;A002011027;C001041014
04/23/2020 08:32:31;CAB SUB (BCA VA DR RUNGKUT AGEN);679985;A002011027;C001041016
04/23/2020 08:31:16;CAB TKG (BCA VA DR TKG TB GRAMEDIA BOEMI KEDATON);1883548;A002011027;C002041034
04/23/2020 08:31:15;CAB TKG (BCA VA DR TKG TB GRAMEDIA BOEMI KEDATON);1082628;A002011027;C002041034
04/23/2020 08:16:53;CAB TMA (BCA VA DR TASIKMALAYA CABANG);6889000;A002011027;C002041030
04/23/2020 07:48:33;A. BWX (BCA VA DR BANGKALAN AGEN);1711800;A002011027;C002042074
04/23/2020 07:42:03;CAB SUB (BCA VA DR KEMASAN KRIAN AGEN);1136925;A002011027;C001041016
04/23/2020 07:34:51;CAB JKT (BCA VA DR MANGGA DUA SQUARE);1067175;A002011027;C001041011
04/23/2020 07:28:29;CAB JKT (BCA VA DR MANGGA DUA SQUARE);450000;A002011027;C001041011
04/23/2020 07:17:58;CAB BDO (BCA VA DR UJUNG BERUNG AGEN);613000;A002011027;C001041012
04/23/2020 22:00:51;CAB LMG (BCA VA DR LAMONGAN CABANG);569000;A002011027;C002041057
04/23/2020 21:52:09;CAB JKT (BCA VA DR SRENGSENG AGEN);2585942;A002011027;C001041011
04/23/2020 21:25:50;CAB TMA (BCA VA DR TASIKMALAYA CABANG);185000;A002011027;C002041030
