Tgl & Wkt;KETERANGAN;NOMINAL;Debit;Kredit
04/20/2020 15:16:49;CAB TAN (BCA VA DR TANGERANG COUNTER);260000;A002011027;C001041021
04/20/2020 15:35:17;CAB MLG (BCA VA DR MALANG CABANG);573800;A002011027;C001041015
04/20/2020 15:38:00;CAB JOG (BCA VA DR SUPENO AGEN);575050;A002011027;C001041018
04/20/2020 15:54:03;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);1026500;A002011027;C001041018
04/20/2020 15:57:07;CAB TAN (BCA VA DR TAMAN TEKNO ASPERINDO AGEN);335000;A002011027;C001041021
04/20/2020 16:01:07;CAB SKM (BCA VA DR SUKABUMI CABANG);6109000;A002011027;C001041023
04/20/2020 16:10:26;CAB SUB (BCA VA DR SURABAYA CABANG);829000;A002011027;C001041016
04/20/2020 16:19:42;CAB KRW (BCA VA DR TELUK JAMBE AGEN);181000;A002011027;C002041061
04/20/2020 16:21:17;CAB JOG (BCA VA DR SLEMAN AGEN);2644288;A002011027;C001041018
04/20/2020 16:22:27;CAB JOG (BCA VA DR KALIURANG AGEN);1176450;A002011027;C001041018
04/20/2020 16:34:45;CAB TKG (BCA VA DR LAMPUNG CABANG);334800;A002011027;C002041034
04/20/2020 16:55:34;CAB BDO (BCA VA DR PAMEUNTASAN AGEN);2361000;A002011027;C001041012
04/20/2020 16:56:14;CAB BSI (BCA VA DR WANAHERANG AGEN);457500;A002011027;C002041035
04/20/2020 17:49:37;CAB BSI (BCA VA DR JONGGOL AGEN);402000;A002011027;C002041035
04/20/2020 17:51:43;CAB MLG (BCA VA DR GADANG AGEN);1530005;A002011027;C001041015
04/20/2020 17:59:44;CAB CBN (BCA VA DR CIREBON CABANG);1637900;A002011027;C001041013
04/20/2020 18:12:26;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);971000;A002011027;C001041018
04/20/2020 19:23:11;A. SOC (BCA VA DR SOLO AGEN);100000000;A002011027;C002042014
04/20/2020 19:40:01;CAB PWL (BCA VA DR PURWOKERTO CABANG);30000;A002011027;C001041024
04/20/2020 19:42:48;CAB TAN (BCA VA DR TANGERANG CABANG);185000;A002011027;C001041021
04/20/2020 19:49:37;CAB DPS (BCA VA DR DENPASAR COUNTER);285000;A002011027;C001041017
04/20/2020 20:23:50;CAB JKT (BCA VA DR SRENGSENG AGEN);1120185;A002011027;C001041011
04/20/2020 21:08:06;CAB SUB (BCA VA DR SURABAYA CABANG);350000;A002011027;C001041016
04/20/2020 22:02:20;CAB SUB (BCA VA DR KEDUNG COWEK I);1246200;A002011027;C001041016
04/20/2020 09:36:11;CAB SUB (BCA VA DR RUNGKUT AGEN);532812;A002011027;C001041016
04/20/2020 13:01:03;CAB BSI (BCA VA DR JONGGOL AGEN);974000;A002011027;C002041035
04/20/2020 14:55:33;CAB SUB (BCA VA DR SURABAYA CABANG);1199880;A002011027;C001041016
04/20/2020 15:15:54;A. PDD (BCA VA DR PURWODADI AGEN);1280000;A002011027;C002042041
04/20/2020 07:23:59;CAB BDJ (BCA VA DR DAKOTA BANJARMASIN);240000;A002011027;C002041048
04/20/2020 07:34:44;CAB SUB (BCA VA DR KEMASAN KRIAN AGEN);494450;A002011027;C001041016
04/20/2020 07:49:10;CAB DPS (BCA VA DR DENPASAR CABANG);16949000;A002011027;C001041017
04/20/2020 07:55:44;CAB MTR (BCA VA DR MATARAM CABANG);453000;A002011027;C002041055
04/20/2020 07:57:17;CAB JKT (BCA VA DR CENGKARENG AGEN);9501200;A002011027;C001041011
04/20/2020 08:03:39;CAB JKT (BCA VA DR MANGGA DUA SQUARE);1412825;A002011027;C001041011
04/20/2020 08:03:44;CAB BSI (BCA VA DR BANTAR GEBANG AGEN);1185600;A002011027;C002041035
04/20/2020 08:10:01;CAB DPS (BCA VA DR DENPASAR CABANG);197000;A002011027;C001041017
04/20/2020 08:10:51;CAB BDJ (BCA VA DR BANJARBARU COUNTER);420000;A002011027;C002041048
04/20/2020 08:15:47;CAB XOJ (BCA VA DR SIDOARJO CABANG);2608000;A002011027;C002041049
04/20/2020 08:16:17;CAB KWS (BCA VA DR JEPARA AGEN);1730396;A002011027;C001041025
04/20/2020 08:19:46;CAB KRW (BCA VA DR CIKALONG AGEN);709000;A002011027;C002041061
04/20/2020 08:23:10;CAB BSI (BCA VA DR CIANGSANA AGEN);1479400;A002011027;C002041035
04/20/2020 08:29:40;CAB BRG (BCA VA DR KEDUNG HALANG COUNTER);2578000;A002011027;C001041020
04/20/2020 08:36:32;CAB MES (BCA VA DR MEDAN CABANG);252600;A002011027;C002041038
04/20/2020 08:37:46;CAB JKT (BCA VA DR JAYAKARTA COUNTER);10788950;A002011027;C001041011
04/20/2020 08:38:34;CAB SUB (BCA VA DR SIDOTOPO COUNTER);184000;A002011027;C001041016
04/20/2020 08:46:40;CAB CBN (BCA VA DR CIREBON CABANG);40511050;A002011027;C001041013
04/20/2020 08:47:39;CAB JKT (BCA VA DR RAWA BUAYA AGEN);2087075;A002011027;C001041011
04/20/2020 08:48:49;CAB SUB (BCA VA DR SIDOTOPO COUNTER);1443000;A002011027;C001041016
04/20/2020 08:50:39;CAB SUB (BCA VA DR SIDOTOPO COUNTER);624000;A002011027;C001041016
04/20/2020 08:53:07;CAB DJB (BCA VA DR MUARO BUNGO COUNTER);225000;A002011027;C002041032
04/20/2020 08:55:48;CAB BDO (BCA VA DR KATAPANG AGEN);1454000;A002011027;C001041012
04/20/2020 08:57:02;CAB SRG (BCA VA DR MT HARYONO AGEN);2428937;A002011027;C001041014
04/20/2020 08:57:41;CAB BDO (BCA VA DR KATAPANG AGEN);67000;A002011027;C001041012
04/20/2020 09:02:11;CAB JBE (BCA VA DR RAMBIPUJI COUNTER);1465000;A002011027;C001041027
04/20/2020 09:02:35;CAB XOJ (BCA VA DR SIDOARJO CABANG);82000;A002011027;C002041049
04/20/2020 09:03:44;CAB TKG (BCA VA DR LAMPUNG CABANG);100000;A002011027;C002041034
04/20/2020 09:06:10;CAB SUB (BCA VA DR TANDES AGEN);1220600;A002011027;C001041016
04/20/2020 09:08:41;CAB CBN (BCA VA DR TEGAL GUBUK AGEN);5715200;A002011027;C001041013
04/20/2020 09:11:13;CAB BSI (BCA VA DR LIPPO COUNTER);1613200;A002011027;C002041035
04/20/2020 09:13:51;CAB BDO (BCA VA DR UJUNG BERUNG AGEN);3296000;A002011027;C001041012
04/20/2020 09:14:00;CAB JKT (BCA VA DR PETA SELATAN COUNTER);2681000;A002011027;C001041011
04/20/2020 09:18:45;CAB XOJ (BCA VA DR SIDOARJO CABANG);491200;A002011027;C002041049
04/20/2020 09:19:33;CAB SUB (BCA VA DR PANDEGILING COUNTER);60000;A002011027;C001041016
04/20/2020 09:19:46;CAB PKL (BCA VA DR BATANG COUNTER);1600000;A002011027;C001041026
04/20/2020 09:22:26;CAB DJB (BCA VA DR JAMBI COUNTER);133000;A002011027;C002041032
04/20/2020 09:23:53;CAB PWK (BCA VA DR SADANG AGEN);1459000;A002011027;C002041041
04/20/2020 09:25:33;CAB SST (BCA VA DR SALATIGA CABANG);128000;A002011027;C001041019
04/20/2020 09:25:55;CAB JKT (BCA VA DR KEDOYA AGEN);5576419;A002011027;C001041011
04/20/2020 09:26:09;CAB SST (BCA VA DR AMBARAWA COUNTER);1891000;A002011027;C001041019
04/20/2020 09:28:04;CAB BDO (BCA VA DR CARINGIN AGEN);6978000;A002011027;C001041012
04/20/2020 09:29:21;CAB SUB (BCA VA DR PANDUGO AGEN);2481627;A002011027;C001041016
04/20/2020 09:29:58;CAB BDO (BCA VA DR BANDUNG COUNTER);100000;A002011027;C001041012
04/20/2020 09:35:06;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);248500;A002011027;C001041018
04/20/2020 09:35:45;CAB XOJ (BCA VA DR GRESIK COUNTER);3646000;A002011027;C002041049
04/20/2020 09:35:51;CAB JKT (BCA VA DR BEKASI AGEN);4237796;A002011027;C001041011
04/20/2020 09:40:57;CAB KRW (BCA VA DR KERTABUMI AGEN);1466000;A002011027;C002041061
04/20/2020 09:42:30;CAB SEG (BCA VA DR CILEGON AGEN);846400;A002011027;C002041042
04/20/2020 09:43:43;CAB SRG (BCA VA DR PUSPONJOLO AGEN);3210438;A002011027;C001041014
04/20/2020 09:45:41;CAB SRG (BCA VA DR BANYUMANIK AGEN);1583200;A002011027;C001041014
04/20/2020 09:49:18;CAB TAN (BCA VA DR PONDOK AREN AGEN);420000;A002011027;C001041021
04/20/2020 09:57:36;CAB BSI (BCA VA DR DEPOK COUNTER);913000;A002011027;C002041035
04/20/2020 09:58:53;CAB JKT (BCA VA DR BINTARO ASPERINDO AGEN);115488;A002011027;C001041011
04/20/2020 10:03:44;CAB JOG (BCA VA DR DAKOTA YOGYAKARTA);607000;A002011027;C001041018
04/20/2020 10:04:03;CAB BSI (BCA VA DR BEKASI CABANG);23267500;A002011027;C002041035
04/20/2020 10:07:19;CAB BDO (BCA VA DR CIMAHI AGEN 01);5806000;A002011027;C001041012
04/20/2020 10:08:32;CAB KWS (BCA VA DR KUDUS CABANG);6569500;A002011027;C001041025
04/20/2020 10:11:41;CAB MOK (BCA VA DR MOJOKERTO CABANG);72000;A002011027;C002041051
04/20/2020 10:13:28;CAB TAN (BCA VA DR BIZLINK CITRA RAYA COUNTER);1384200;A002011027;C001041021
04/20/2020 10:15:01;CAB TAN (BCA VA DR BATU CEPER AGEN);158000;A002011027;C001041021
04/20/2020 10:21:42;CAB SRG (BCA VA DR BETENG AGEN);1670566;A002011027;C001041014
04/20/2020 10:23:45;CAB SUB (BCA VA DR PANDEGILING COUNTER);2502000;A002011027;C001041016
04/20/2020 10:28:33;CAB BSI (BCA VA DR HANKAM AGEN);562500;A002011027;C002041035
04/20/2020 10:31:36;CAB SRG (BCA VA DR SEMARANG CABANG);1560000;A002011027;C001041014
04/20/2020 10:32:58;CAB JKT (BCA VA DR PERNIAGAAN AGEN);3622389;A002011027;C001041011
04/20/2020 10:33:01;CAB PLM (BCA VA DR PELAJU COUNTER);1435000;A002011027;C001041036
04/20/2020 10:33:54;CAB PLM (BCA VA DR ABU SAMAH AGEN);375000;A002011027;C001041036
04/20/2020 10:35:47;CAB JKT (BCA VA DR PETA SELATAN COUNTER);307000;A002011027;C001041011
04/20/2020 10:42:33;CAB JOG (BCA VA DR BANTUL JOGJA AGEN);956800;A002011027;C001041018
04/20/2020 10:43:21;CAB BRG (BCA VA DR PARUNG AGEN);386376;A002011027;C001041020
04/20/2020 10:44:45;CAB TMA (BCA VA DR TASIKMALAYA CABANG);735000;A002011027;C002041030
04/20/2020 10:45:10;CAB PKL (BCA VA DR PEKALONGAN CABANG);1422000;A002011027;C001041026
04/20/2020 10:49:00;CAB XOJ (BCA VA DR MENGANTI AGEN);103850;A002011027;C002041049
04/20/2020 10:52:17;CAB BDO (BCA VA DR SUMEDANG COUNTER);962000;A002011027;C001041012
04/20/2020 10:52:32;CAB CBN (BCA VA DR CIREBON CABANG);117800;A002011027;C001041013
04/20/2020 10:54:10;CAB BDO (BCA VA DR DAKOTA BANDUNG);5739500;A002011027;C001041012
04/20/2020 10:54:26;CAB BSI (BCA VA DR CIRACAS AGEN);777500;A002011027;C002041035
04/20/2020 10:56:09;CAB BDO (BCA VA DR BANDUNG COUNTER);3290000;A002011027;C001041012
04/20/2020 10:56:40;CAB BDO (BCA VA DR MARGAASIH AGEN);766500;A002011027;C001041012
04/20/2020 10:58:11;CAB XOJ (BCA VA DR SIDOARJO CABANG);7979500;A002011027;C002041049
04/20/2020 10:59:28;CAB BSI (BCA VA DR BEKASI CABANG);5618960;A002011027;C002041035
04/20/2020 11:00:19;CAB TAN (BCA VA DR TANGERANG CABANG);344000;A002011027;C001041021
04/20/2020 11:04:03;CAB SUB (BCA VA DR KLAMPIS AGEN);134850;A002011027;C001041016
04/20/2020 11:04:26;CAB KII (BCA VA DR KEDIRI CABANG);7244175;A002011027;C001041033
04/20/2020 11:06:50;CAB TAN (BCA VA DR BIZLINK CITRA RAYA COUNTER);923000;A002011027;C001041021
04/20/2020 11:09:42;CAB PLM (BCA VA DR PALEMBANG CABANG);11519100;A002011027;C001041036
04/20/2020 11:09:50;CAB XOJ (BCA VA DR BAMBE AGEN);628680;A002011027;C002041049
04/20/2020 11:16:05;CAB JKT (BCA VA DR PENGGILINGAN AGEN);4644639;A002011027;C001041011
04/20/2020 11:16:57;CAB BSI (BCA VA DR PEJATEN AGEN);43000;A002011027;C002041035
04/20/2020 11:18:05;CAB BSI (BCA VA DR BULAK KAPAL AGEN);1184000;A002011027;C002041035
04/20/2020 11:18:56;CAB BSI (BCA VA DR CIBITUNG AGEN);1593700;A002011027;C002041035
04/20/2020 11:18:56;CAB PWK (BCA VA DR PURWAKARTA CABANG);6669000;A002011027;C002041041
04/20/2020 11:20:08;CAB MES (BCA VA DR PASAR III KRAKATAU AGEN);178482;A002011027;C002041038
04/20/2020 11:20:49;CAB BSI (BCA VA DR CIGANJUR AGEN);6485000;A002011027;C002041035
04/20/2020 11:21:19;CAB JOG (BCA VA DR SLEMAN AGEN);1442663;A002011027;C001041018
04/20/2020 11:21:54;CAB JOG (BCA VA DR KALIURANG AGEN);1718675;A002011027;C001041018
04/20/2020 11:22:32;CAB KXT (BCA VA DR KLATEN AGEN);377000;A002011027;C002041036
04/20/2020 11:23:14;CAB BRG (BCA VA DR BOGOR CABANG);6737000;A002011027;C001041020
04/20/2020 11:25:52;CAB MLG (BCA VA DR MALANG CABANG);6596000;A002011027;C001041015
04/20/2020 11:26:13;CAB MLG (BCA VA DR MALANG CABANG);11468500;A002011027;C001041015
04/20/2020 11:26:36;CAB PKL (BCA VA DR PEKALONGAN CABANG);13508000;A002011027;C001041026
04/20/2020 11:26:44;CAB TAN (BCA VA DR CIKUPA COUNTER);752000;A002011027;C001041021
04/20/2020 11:27:33;CAB BSI (BCA VA DR CILEUNGSI AGEN);2934500;A002011027;C002041035
04/20/2020 11:27:56;CAB MLG (BCA VA DR MALANG CABANG);767500;A002011027;C001041015
04/20/2020 11:28:49;CAB SUB (BCA VA DR PANDEGILING COUNTER);295000;A002011027;C001041016
04/20/2020 11:30:04;CAB KWS (BCA VA DR KUDUS COUNTER);3903000;A002011027;C001041025
04/20/2020 11:31:36;CAB KRW (BCA VA DR KARAWANG CABANG);4186500;A002011027;C002041061
04/20/2020 11:32:24;CAB SUB (BCA VA DR PANDEGILING COUNTER);352000;A002011027;C001041016
04/20/2020 11:33:17;CAB KXT (BCA VA DR KLATEN CABANG);19072000;A002011027;C002041036
04/20/2020 11:35:36;CAB LMG (BCA VA DR LAMONGAN CABANG);106000;A002011027;C002041057
04/20/2020 11:36:16;CAB PKU (BCA VA DR PEKANBARU CABANG);7038000;A002011027;C002041040
04/20/2020 11:37:59;CAB BSI (BCA VA DR DEPOK COUNTER);580000;A002011027;C002041035
04/20/2020 11:40:06;CAB JKT (BCA VA DR LENTENG AGUNG AGEN);1531052;A002011027;C001041011
04/20/2020 11:40:24;CAB BSI (BCA VA DR HARAPAN INDAH AGEN);789850;A002011027;C002041035
04/20/2020 11:41:20;CAB XOJ (BCA VA DR SIDOARJO CABANG);59400;A002011027;C002041049
04/20/2020 11:41:48;CAB BDO (BCA VA DR PASAR BARU AGEN);11194000;A002011027;C001041012
04/20/2020 11:42:41;CAB CBN (BCA VA DR SAMPORA AGEN);34000;A002011027;C001041013
04/20/2020 11:42:58;CAB TAN (BCA VA DR TANGERANG COUNTER);94000;A002011027;C001041021
04/20/2020 11:43:37;CAB CBN (BCA VA DR KUNINGAN COUNTER);1988600;A002011027;C001041013
04/20/2020 11:44:20;CAB JKT (BCA VA DR CEMPAKA MAS AGEN);3925492;A002011027;C001041011
04/20/2020 11:44:27;CAB CBN (BCA VA DR PLERED COUNTER);3005000;A002011027;C001041013
